country,country_code,region,income_group,year,life_expectancy
Zimbabwe,ZWE,Sub-Saharan Africa,Low income,2011,51.60036585
Afghanistan,AFG,South Asia,Low income,2012,59.67960976
Angola,AGO,Sub-Saharan Africa,Lower middle income,2012,51.464
Albania,ALB,Europe & Central Asia,Upper middle income,2012,77.44397561
United Arab Emirates,ARE,Middle East & North Africa,High income,2012,77.02414634
Argentina,ARG,Latin America & Caribbean,Upper middle income,2012,75.8162439
Armenia,ARM,Europe & Central Asia,Lower middle income,2012,74.45209756
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2012,75.62180488
Australia,AUS,East Asia & Pacific,High income,2012,82.04634146
Austria,AUT,Europe & Central Asia,High income,2012,80.93658537
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2012,70.62395122
Burundi,BDI,Sub-Saharan Africa,Low income,2012,55.78929268
Belgium,BEL,Europe & Central Asia,High income,2012,80.38536585
Benin,BEN,Sub-Saharan Africa,Low income,2012,59.12197561
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2012,57.87931707
Bangladesh,BGD,South Asia,Lower middle income,2012,70.86026829
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2012,74.31463415
Bahrain,BHR,Middle East & North Africa,High income,2012,76.40763415
"Bahamas, The",BHS,Latin America & Caribbean,High income,2012,74.91446342
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2012,76.12017073
Belarus,BLR,Europe & Central Asia,Upper middle income,2012,71.96585366
Belize,BLZ,Latin America & Caribbean,Upper middle income,2012,69.90514634
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2012,67.44546342
Brazil,BRA,Latin America & Caribbean,Upper middle income,2012,73.83958537
Barbados,BRB,Latin America & Caribbean,High income,2012,75.17102439
Brunei Darussalam,BRN,East Asia & Pacific,High income,2012,78.25258537
Bhutan,BTN,South Asia,Lower middle income,2012,68.72290244
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2012,64.22273171
Central African Republic,CAF,Sub-Saharan Africa,Low income,2012,49.10529268
Canada,CAN,North America,High income,2012,81.56243902
Switzerland,CHE,Europe & Central Asia,High income,2012,82.69756098
Chile,CHL,Latin America & Caribbean,High income,2012,80.89485366
China,CHN,East Asia & Pacific,Upper middle income,2012,75.39292683
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2012,54.5875122
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,2012,57.85407317
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2012,60.92390244
Colombia,COL,Latin America & Caribbean,Upper middle income,2012,73.63078049
Comoros,COM,Sub-Saharan Africa,Low income,2012,62.58297561
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2012,72.82821951
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2012,79.05353659
Cuba,CUB,Latin America & Caribbean,Upper middle income,2012,79.14160976
Cyprus,CYP,Europe & Central Asia,High income,2012,79.76226829
Czech Republic,CZE,Europe & Central Asia,High income,2012,78.07560976
Germany,DEU,Europe & Central Asia,High income,2012,80.53902439
Djibouti,DJI,Middle East & North Africa,Lower middle income,2012,61.29597561
Dominica,DMA,Latin America & Caribbean,Upper middle income,2012,
Denmark,DNK,Europe & Central Asia,High income,2012,80.05121951
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2012,73.13531707
Algeria,DZA,Middle East & North Africa,Upper middle income,2012,74.32409756
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2012,75.433
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2012,70.72914634
Eritrea,ERI,Sub-Saharan Africa,Low income,2012,62.64497561
Spain,ESP,Europe & Central Asia,High income,2012,82.42682927
Estonia,EST,Europe & Central Asia,High income,2012,76.32682927
Ethiopia,ETH,Sub-Saharan Africa,Low income,2012,62.79353659
Finland,FIN,Europe & Central Asia,High income,2012,80.62682927
Fiji,FJI,East Asia & Pacific,Upper middle income,2012,69.74321951
France,FRA,Europe & Central Asia,High income,2012,81.96829268
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2012,68.85070732
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2012,63.28073171
United Kingdom,GBR,Europe & Central Asia,High income,2012,80.90487805
Georgia,GEO,Europe & Central Asia,Lower middle income,2012,74.35270732
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2012,60.97702439
Guinea,GIN,Sub-Saharan Africa,Low income,2012,57.63763415
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2012,59.77814634
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2012,54.5035122
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2012,56.89026829
Greece,GRC,Europe & Central Asia,High income,2012,80.63414634
Grenada,GRD,Latin America & Caribbean,Upper middle income,2012,73.00226829
Guatemala,GTM,Latin America & Caribbean,Lower middle income,2012,71.24939024
Guyana,GUY,Latin America & Caribbean,Upper middle income,2012,66.21726829
Honduras,HND,Latin America & Caribbean,Lower middle income,2012,72.75502439
Croatia,HRV,Europe & Central Asia,Upper middle income,2012,76.92439024
Haiti,HTI,Latin America & Caribbean,Low income,2012,62.03339024
Hungary,HUN,Europe & Central Asia,High income,2012,75.06341463
Indonesia,IDN,East Asia & Pacific,Lower middle income,2012,68.51956098
India,IND,South Asia,Lower middle income,2012,67.28987805
Ireland,IRL,Europe & Central Asia,High income,2012,80.84634146
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,2012,74.79934146
Iraq,IRQ,Middle East & North Africa,Upper middle income,2012,68.94973171
Iceland,ISL,Europe & Central Asia,High income,2012,82.91707317
Israel,ISR,Middle East & North Africa,High income,2012,81.70487805
Italy,ITA,Europe & Central Asia,High income,2012,82.23902439
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2012,75.29982927
Jordan,JOR,Middle East & North Africa,Lower middle income,2012,73.74641463
Japan,JPN,East Asia & Pacific,High income,2012,83.09609756
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2012,69.61
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2012,60.27278049
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2012,70.00243902
Cambodia,KHM,East Asia & Pacific,Lower middle income,2012,67.32887805
Kiribati,KIR,East Asia & Pacific,Lower middle income,2012,65.59607317
Kuwait,KWT,Middle East & North Africa,High income,2012,74.35185366
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2012,65.2485122
Lebanon,LBN,Middle East & North Africa,Upper middle income,2012,78.90846342
Liberia,LBR,Sub-Saharan Africa,Low income,2012,60.20436585
Libya,LBY,Middle East & North Africa,Upper middle income,2012,71.64956098
Sri Lanka,LKA,South Asia,Lower middle income,2012,74.5312439
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2012,48.836
Lithuania,LTU,Europe & Central Asia,High income,2012,73.86341463
Luxembourg,LUX,Europe & Central Asia,High income,2012,81.39268293
Latvia,LVA,Europe & Central Asia,High income,2012,73.77804878
Morocco,MAR,Middle East & North Africa,Lower middle income,2012,73.36465854
Monaco,MCO,Europe & Central Asia,High income,2012,
Madagascar,MDG,Sub-Saharan Africa,Low income,2012,64.24665854
Maldives,MDV,South Asia,Upper middle income,2012,76.46234146
Mexico,MEX,Latin America & Caribbean,Upper middle income,2012,76.35409756
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2012,
Mali,MLI,Sub-Saharan Africa,Low income,2012,57.095
Malta,MLT,Middle East & North Africa,High income,2012,80.74634146
Myanmar,MMR,East Asia & Pacific,Lower middle income,2012,65.42778049
Montenegro,MNE,Europe & Central Asia,Upper middle income,2012,75.70507317
Mongolia,MNG,East Asia & Pacific,Lower middle income,2012,68.6135122
Mozambique,MOZ,Sub-Saharan Africa,Low income,2012,54.21212195
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2012,62.56017073
Malawi,MWI,Sub-Saharan Africa,Low income,2012,60.05029268
Malaysia,MYS,East Asia & Pacific,Upper middle income,2012,74.42331707
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2012,63.88114634
Niger,NER,Sub-Saharan Africa,Low income,2012,60.07253659
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2012,52.105
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2012,74.21246342
Netherlands,NLD,Europe & Central Asia,High income,2012,81.10487805
Norway,NOR,Europe & Central Asia,High income,2012,81.45121951
Nepal,NPL,South Asia,Low income,2012,68.82331707
Nauru,NRU,East Asia & Pacific,Upper middle income,2012,
New Zealand,NZL,East Asia & Pacific,High income,2012,81.15609756
Oman,OMN,Middle East & North Africa,High income,2012,76.58956098
Pakistan,PAK,South Asia,Lower middle income,2012,65.71687805
Panama,PAN,Latin America & Caribbean,Upper middle income,2012,77.23704878
Peru,PER,Latin America & Caribbean,Upper middle income,2012,74.05765854
Philippines,PHL,East Asia & Pacific,Lower middle income,2012,68.00707317
Palau,PLW,East Asia & Pacific,High income,2012,
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2012,62.29990244
Poland,POL,Europe & Central Asia,High income,2012,76.74634146
Portugal,PRT,Europe & Central Asia,High income,2012,80.37317073
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2012,72.654
Qatar,QAT,Middle East & North Africa,High income,2012,78.22765854
Romania,ROU,Europe & Central Asia,Upper middle income,2012,74.41219512
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2012,70.07219512
Rwanda,RWA,Sub-Saharan Africa,Low income,2012,62.79936585
Saudi Arabia,SAU,Middle East & North Africa,High income,2012,74.01602439
Sudan,SDN,Sub-Saharan Africa,Lower middle income,2012,62.83219512
Senegal,SEN,Sub-Saharan Africa,Low income,2012,65.31887805
Singapore,SGP,East Asia & Pacific,High income,2012,81.99512195
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2012,67.50658537
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2012,49.74909756
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2012,72.23185366
San Marino,SMR,Europe & Central Asia,High income,2012,
Somalia,SOM,Sub-Saharan Africa,Low income,2012,54.6902439
Serbia,SRB,Europe & Central Asia,Upper middle income,2012,74.83658537
South Sudan,SSD,Sub-Saharan Africa,Low income,2012,54.727
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2012,66.13390244
Suriname,SUR,Latin America & Caribbean,Upper middle income,2012,70.80631707
Slovenia,SVN,Europe & Central Asia,High income,2012,80.12439024
Sweden,SWE,Europe & Central Asia,High income,2012,81.70487805
Swaziland,SWZ,Sub-Saharan Africa,Lower middle income,2012,48.85063415
Seychelles,SYC,Sub-Saharan Africa,High income,2012,74.22682927
Syrian Arab Republic,SYR,Middle East & North Africa,Lower middle income,2012,70.78590244
Chad,TCD,Sub-Saharan Africa,Low income,2012,50.78139024
Togo,TGO,Sub-Saharan Africa,Low income,2012,58.55385366
Thailand,THA,East Asia & Pacific,Upper middle income,2012,74.07190244
Tajikistan,TJK,Europe & Central Asia,Lower middle income,2012,69.16697561
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2012,65.31158537
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2012,67.80014634
Tonga,TON,East Asia & Pacific,Upper middle income,2012,72.488
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2012,70.15139024
Tunisia,TUN,Middle East & North Africa,Lower middle income,2012,74.66221951
Turkey,TUR,Europe & Central Asia,Upper middle income,2012,74.63680488
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2012,
Uganda,UGA,Sub-Saharan Africa,Low income,2012,57.10019512
Ukraine,UKR,Europe & Central Asia,Lower middle income,2012,70.94414634
United States,USA,North America,High income,2012,78.74146342
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2012,68.10197561
"Venezuela, RB",VEN,Latin America & Caribbean,Upper middle income,2012,73.92573171
Vietnam,VNM,East Asia & Pacific,Lower middle income,2012,75.31939024
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2012,71.40817073
Samoa,WSM,East Asia & Pacific,Upper middle income,2012,72.98004878
"Yemen, Rep.",YEM,Middle East & North Africa,Lower middle income,2012,63.32729268
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2012,56.09831707
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,2012,58.36331707
Zimbabwe,ZWE,Sub-Saharan Africa,Low income,2012,53.64307317
Afghanistan,AFG,South Asia,Low income,2013,60.02826829
Angola,AGO,Sub-Saharan Africa,Lower middle income,2013,51.86617073
Albania,ALB,Europe & Central Asia,Upper middle income,2013,77.64046342
United Arab Emirates,ARE,Middle East & North Africa,High income,2013,77.19563415
Argentina,ARG,Latin America & Caribbean,Upper middle income,2013,75.98609756
Armenia,ARM,Europe & Central Asia,Lower middle income,2013,74.56136585
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2013,75.77865854
Australia,AUS,East Asia & Pacific,High income,2013,82.14878049
Austria,AUT,Europe & Central Asia,High income,2013,81.13658537
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2013,70.69058537
Burundi,BDI,Sub-Saharan Africa,Low income,2013,56.25160976
Belgium,BEL,Europe & Central Asia,High income,2013,80.58780488
Benin,BEN,Sub-Saharan Africa,Low income,2013,59.31202439
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2013,58.24063415
Bangladesh,BGD,South Asia,Lower middle income,2013,71.2452439
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2013,74.86097561
Bahrain,BHR,Middle East & North Africa,High income,2013,76.54595122
"Bahamas, The",BHS,Latin America & Caribbean,High income,2013,75.07353659
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2013,76.27692683
Belarus,BLR,Europe & Central Asia,Upper middle income,2013,72.47073171
Belize,BLZ,Latin America & Caribbean,Upper middle income,2013,69.98204878
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2013,67.91343902
Brazil,BRA,Latin America & Caribbean,Upper middle income,2013,74.12243902
Barbados,BRB,Latin America & Caribbean,High income,2013,75.33395122
Brunei Darussalam,BRN,East Asia & Pacific,High income,2013,78.54665854
Bhutan,BTN,South Asia,Lower middle income,2013,69.10292683
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2013,64.36080488
Central African Republic,CAF,Sub-Saharan Africa,Low income,2013,49.87987805
Canada,CAN,North America,High income,2013,81.76504878
Switzerland,CHE,Europe & Central Asia,High income,2013,82.79756098
Chile,CHL,Latin America & Caribbean,High income,2013,81.19792683
China,CHN,East Asia & Pacific,Upper middle income,2013,75.58514634
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2013,55.04180488
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,2013,58.27192683
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2013,61.66639024
Colombia,COL,Latin America & Caribbean,Upper middle income,2013,73.80973171
Comoros,COM,Sub-Saharan Africa,Low income,2013,62.93217073
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2013,72.97236585
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2013,79.22521951
Cuba,CUB,Latin America & Caribbean,Upper middle income,2013,79.25639024
Cyprus,CYP,Europe & Central Asia,High income,2013,79.94978049
Czech Republic,CZE,Europe & Central Asia,High income,2013,78.17560976
Germany,DEU,Europe & Central Asia,High income,2013,80.4902439
Djibouti,DJI,Middle East & North Africa,Lower middle income,2013,61.68646342
Dominica,DMA,Latin America & Caribbean,Upper middle income,2013,
Denmark,DNK,Europe & Central Asia,High income,2013,80.3
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2013,73.31990244
Algeria,DZA,Middle East & North Africa,Upper middle income,2013,74.56895122
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2013,75.6485122
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2013,70.92578049
Eritrea,ERI,Sub-Saharan Africa,Low income,2013,63.17787805
Spain,ESP,Europe & Central Asia,High income,2013,83.07804878
Estonia,EST,Europe & Central Asia,High income,2013,77.14146342
Ethiopia,ETH,Sub-Saharan Africa,Low income,2013,63.44219512
Finland,FIN,Europe & Central Asia,High income,2013,80.97560976
Fiji,FJI,East Asia & Pacific,Upper middle income,2013,69.91792683
France,FRA,Europe & Central Asia,High income,2013,82.2195122
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2013,68.97339024
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2013,63.84358537
United Kingdom,GBR,Europe & Central Asia,High income,2013,81.00487805
Georgia,GEO,Europe & Central Asia,Lower middle income,2013,74.51390244
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2013,61.14207317
Guinea,GIN,Sub-Saharan Africa,Low income,2013,58.21648781
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2013,59.99926829
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2013,54.83841463
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2013,57.29082927
Greece,GRC,Europe & Central Asia,High income,2013,81.28536585
Grenada,GRD,Latin America & Caribbean,Upper middle income,2013,73.19356098
Guatemala,GTM,Latin America & Caribbean,Lower middle income,2013,71.48639024
Guyana,GUY,Latin America & Caribbean,Upper middle income,2013,66.31002439
Honduras,HND,Latin America & Caribbean,Lower middle income,2013,72.94285366
Croatia,HRV,Europe & Central Asia,Upper middle income,2013,77.12682927
Haiti,HTI,Latin America & Caribbean,Low income,2013,62.40114634
Hungary,HUN,Europe & Central Asia,High income,2013,75.56585366
Indonesia,IDN,East Asia & Pacific,Lower middle income,2013,68.70460976
India,IND,South Asia,Lower middle income,2013,67.66041463
Ireland,IRL,Europe & Central Asia,High income,2013,81
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,2013,75.12597561
Iraq,IRQ,Middle East & North Africa,Upper middle income,2013,69.18348781
Iceland,ISL,Europe & Central Asia,High income,2013,82.06097561
Israel,ISR,Middle East & North Africa,High income,2013,82.05609756
Italy,ITA,Europe & Central Asia,High income,2013,82.6902439
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2013,75.4882439
Jordan,JOR,Middle East & North Africa,Lower middle income,2013,73.9
Japan,JPN,East Asia & Pacific,High income,2013,83.33195122
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2013,70.45
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2013,60.95378049
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2013,70.20243902
Cambodia,KHM,East Asia & Pacific,Lower middle income,2013,67.77204878
Kiribati,KIR,East Asia & Pacific,Lower middle income,2013,65.76658537
Kuwait,KWT,Middle East & North Africa,High income,2013,74.46968293
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2013,65.6872439
Lebanon,LBN,Middle East & North Africa,Upper middle income,2013,79.13370732
Liberia,LBR,Sub-Saharan Africa,Low income,2013,60.52039024
Libya,LBY,Middle East & North Africa,Upper middle income,2013,71.65768293
Sri Lanka,LKA,South Asia,Lower middle income,2013,74.65382927
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2013,49.33146342
Lithuania,LTU,Europe & Central Asia,High income,2013,73.91463415
Luxembourg,LUX,Europe & Central Asia,High income,2013,81.8
Latvia,LVA,Europe & Central Asia,High income,2013,73.98292683
Morocco,MAR,Middle East & North Africa,Lower middle income,2013,73.70904878
Monaco,MCO,Europe & Central Asia,High income,2013,
Madagascar,MDG,Sub-Saharan Africa,Low income,2013,64.67390244
Maldives,MDV,South Asia,Upper middle income,2013,76.60260976
Mexico,MEX,Latin America & Caribbean,Upper middle income,2013,76.53265854
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2013,
Mali,MLI,Sub-Saharan Africa,Low income,2013,57.53519512
Malta,MLT,Middle East & North Africa,High income,2013,81.74634146
Myanmar,MMR,East Asia & Pacific,Lower middle income,2013,65.65409756
Montenegro,MNE,Europe & Central Asia,Upper middle income,2013,75.97019512
Mongolia,MNG,East Asia & Pacific,Lower middle income,2013,69.06180488
Mozambique,MOZ,Sub-Saharan Africa,Low income,2013,54.6415122
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2013,62.80270732
Malawi,MWI,Sub-Saharan Africa,Low income,2013,61.466
Malaysia,MYS,East Asia & Pacific,Upper middle income,2013,74.5675122
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2013,64.34387805
Niger,NER,Sub-Saharan Africa,Low income,2013,60.82814634
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2013,52.44214634
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2013,74.5147561
Netherlands,NLD,Europe & Central Asia,High income,2013,81.30487805
Norway,NOR,Europe & Central Asia,High income,2013,81.75121951
Nepal,NPL,South Asia,Low income,2013,69.222
Nauru,NRU,East Asia & Pacific,Upper middle income,2013,
New Zealand,NZL,East Asia & Pacific,High income,2013,81.40731707
Oman,OMN,Middle East & North Africa,High income,2013,76.84104878
Pakistan,PAK,South Asia,Lower middle income,2013,65.96368293
Panama,PAN,Latin America & Caribbean,Upper middle income,2013,77.41921951
Peru,PER,Latin America & Caribbean,Upper middle income,2013,74.28385366
Philippines,PHL,East Asia & Pacific,Lower middle income,2013,68.13156098
Palau,PLW,East Asia & Pacific,High income,2013,
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2013,62.44917073
Poland,POL,Europe & Central Asia,High income,2013,77
Portugal,PRT,Europe & Central Asia,High income,2013,80.72195122
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2013,72.79917073
Qatar,QAT,Middle East & North Africa,High income,2013,78.41848781
Romania,ROU,Europe & Central Asia,Upper middle income,2013,75.06341463
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2013,70.57878049
Rwanda,RWA,Sub-Saharan Africa,Low income,2013,63.39482927
Saudi Arabia,SAU,Middle East & North Africa,High income,2013,74.17763415
Sudan,SDN,Sub-Saharan Africa,Lower middle income,2013,63.16704878
Senegal,SEN,Sub-Saharan Africa,Low income,2013,65.8787561
Singapore,SGP,East Asia & Pacific,High income,2013,82.24634146
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2013,67.71892683
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2013,50.36312195
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2013,72.49814634
San Marino,SMR,Europe & Central Asia,High income,2013,
Somalia,SOM,Sub-Saharan Africa,Low income,2013,55.02302439
Serbia,SRB,Europe & Central Asia,Upper middle income,2013,75.18536585
South Sudan,SSD,Sub-Saharan Africa,Low income,2013,55.22090244
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2013,66.2595122
Suriname,SUR,Latin America & Caribbean,Upper middle income,2013,70.99
Slovenia,SVN,Europe & Central Asia,High income,2013,80.32195122
Sweden,SWE,Europe & Central Asia,High income,2013,81.95609756
Swaziland,SWZ,Sub-Saharan Africa,Lower middle income,2013,48.93792683
Seychelles,SYC,Sub-Saharan Africa,High income,2013,73.1195122
Syrian Arab Republic,SYR,Middle East & North Africa,Lower middle income,2013,70.30153659
Chad,TCD,Sub-Saharan Africa,Low income,2013,51.19148781
Togo,TGO,Sub-Saharan Africa,Low income,2013,59.13236585
Thailand,THA,East Asia & Pacific,Upper middle income,2013,74.24692683
Tajikistan,TJK,Europe & Central Asia,Lower middle income,2013,69.40017073
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2013,65.45656098
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2013,68.02090244
Tonga,TON,East Asia & Pacific,Upper middle income,2013,72.64034146
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2013,70.30529268
Tunisia,TUN,Middle East & North Africa,Lower middle income,2013,74.7297561
Turkey,TUR,Europe & Central Asia,Upper middle income,2013,74.90070732
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2013,
Uganda,UGA,Sub-Saharan Africa,Low income,2013,57.76768293
Ukraine,UKR,Europe & Central Asia,Lower middle income,2013,71.1595122
United States,USA,North America,High income,2013,78.74146342
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2013,68.222
"Venezuela, RB",VEN,Latin America & Caribbean,Upper middle income,2013,74.07441463
Vietnam,VNM,East Asia & Pacific,Lower middle income,2013,75.477
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2013,71.6692439
Samoa,WSM,East Asia & Pacific,Upper middle income,2013,73.25039024
"Yemen, Rep.",YEM,Middle East & North Africa,Lower middle income,2013,63.5835122
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2013,56.73658537
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,2013,59.23736585
Zimbabwe,ZWE,Sub-Saharan Africa,Low income,2013,55.633
Afghanistan,AFG,South Asia,Low income,2014,60.37446342
Angola,AGO,Sub-Saharan Africa,Lower middle income,2014,52.26687805
Albania,ALB,Europe & Central Asia,Upper middle income,2014,77.83046342
United Arab Emirates,ARE,Middle East & North Africa,High income,2014,77.36817073
Argentina,ARG,Latin America & Caribbean,Upper middle income,2014,76.15860976
Armenia,ARM,Europe & Central Asia,Lower middle income,2014,74.67570732
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2014,75.93763415
Australia,AUS,East Asia & Pacific,High income,2014,82.3
Austria,AUT,Europe & Central Asia,High income,2014,81.4902439
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2014,70.76321951
Burundi,BDI,Sub-Saharan Africa,Low income,2014,56.69202439
Belgium,BEL,Europe & Central Asia,High income,2014,81.28780488
Benin,BEN,Sub-Saharan Africa,Low income,2014,59.51058537
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2014,58.58846342
Bangladesh,BGD,South Asia,Lower middle income,2014,71.62590244
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2014,74.46585366
Bahrain,BHR,Middle East & North Africa,High income,2014,76.68326829
"Bahamas, The",BHS,Latin America & Caribbean,High income,2014,75.23365854
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2014,76.4332439
Belarus,BLR,Europe & Central Asia,Upper middle income,2014,72.97073171
Belize,BLZ,Latin America & Caribbean,Upper middle income,2014,70.07743902
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2014,68.344
Brazil,BRA,Latin America & Caribbean,Upper middle income,2014,74.40187805
Barbados,BRB,Latin America & Caribbean,High income,2014,75.49641463
Brunei Darussalam,BRN,East Asia & Pacific,High income,2014,78.80958537
Bhutan,BTN,South Asia,Lower middle income,2014,69.4712439
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2014,64.4292439
Central African Republic,CAF,Sub-Saharan Africa,Low income,2014,50.65778049
Canada,CAN,North America,High income,2014,81.95660976
Switzerland,CHE,Europe & Central Asia,High income,2014,83.19756098
Chile,CHL,Latin America & Caribbean,High income,2014,81.49619512
China,CHN,East Asia & Pacific,Upper middle income,2014,75.78226829
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2014,55.4927561
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,2014,58.65919512
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2014,62.31114634
Colombia,COL,Latin America & Caribbean,Upper middle income,2014,73.99314634
Comoros,COM,Sub-Saharan Africa,Low income,2014,63.25685366
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2014,73.147
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2014,79.40270732
Cuba,CUB,Latin America & Caribbean,Upper middle income,2014,79.39082927
Cyprus,CYP,Europe & Central Asia,High income,2014,80.13156098
Czech Republic,CZE,Europe & Central Asia,High income,2014,78.82439024
Germany,DEU,Europe & Central Asia,High income,2014,81.0902439
Djibouti,DJI,Middle East & North Africa,Lower middle income,2014,62.0155122
Dominica,DMA,Latin America & Caribbean,Upper middle income,2014,
Denmark,DNK,Europe & Central Asia,High income,2014,80.7
